rest_type,rest_name,rest_score,rest_votes,rest_reviews,rest_cuisine,rest_zone,rest_addressrest_cost,rest_timings,rest_featured_in,rest_call
['Quick Bites'],['Urban Nashta'],['3.9'],['27 votes'],['26 reviews'],"['North Indian', 'Continental']",['Chandivali'],"['301, Building 14, MHADA,Chandivali, Mumbai']",['\xe2\x82\xb9300'],['7 AM to 12 Noon (Mon-Sun)'],['empty'],['+91 9892200944']
['Casual Dining'],['Desi Flavours'],['3.0'],['25 votes'],['16 reviews'],"['North Indian', 'Chinese']",['Kharghar'],"['Shop 1, Plot 11D, Nandini Society, Sector 20, Kharghar, Navi Mumba']",['\xe2\x82\xb9450'],"['11 AM to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)']",['Get 20% off all home-delivery orders above Rs. 99. Valid only when you order online on Zomato.'],['022 33715986']
['Quick Bites'],['National Restaurant & Bar'],['2.9'],['40 votes'],['20 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Santacruz West'],"['Rameshwar, SV Road, Santacruz West, Mumbai']",['\xe2\x82\xb9500'],"['11:30 AM to 3 PM, 6:30 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 26110926, 022 26150547']"
['Casual Dining'],['Namaste - Pure Veg Restaurant - GCC Hotel & Club'],['3.2'],['35 votes'],['22 reviews'],"['Chinese', 'North Indian', 'Continental']","['GCC Hotel & Club, Mira Road']","['GCC Hotel & Club, GCC Club Road, Off Mira Bhayandar Road, Mira Road East, Mira Road, Mumbai']",['\xe2\x82\xb9700'],"['12 Noon to 3:30 PM, 6:30 PM to 12 Midnight (Mon-Sun)']",['empty'],['022 28110822']
['empty'],['FoodMumbai'],['3.2'],['22 votes'],['14 reviews'],"['Continental', 'North Indian', 'Chinese']",['Marine Lines'],"['Parsee Gymkhana, Marine Drive, Marine Lines, Mumbai']",['\xe2\x82\xb9800'],"['12 Noon to 3 PM, 7 PM to 11 PM (Mon),11:30 AM to 3...']",['empty'],"['022 64126412, 022 22842116']"
['empty'],['Torico'],['2.8'],['23 votes'],['16 reviews'],['Japanese'],"['Galleria Shopping Centre, Powai']","['Shop 118, Galleria Shopping Centre, Hiranandani Gardens, Powai, Mumbai']","['\xe2\x82\xb91,100']","['Closed (Mon),10:30 AM to 9:30 PM (Tue-Sun)']",['empty'],['022 33126126']
['Quick Bites'],['Hotel Darshan'],['3.4'],['28 votes'],['14 reviews'],"['North Indian', 'Maharashtrian', 'Chinese']",['Kurla'],"['Opposite Kohinoor City Gate, Kurla West, Kurla, Mumbai']",['\xe2\x82\xb9250'],['12 Noon to 11:30 PM (Mon-Sun)'],['empty'],"['022 25030716, +91 9867486680']"
['Casual Dining'],['Amruta Veg Treat'],['3.2'],['32 votes'],['17 reviews'],"['South Indian', 'North Indian', 'Chinese', 'Street Food']","['Khopat, Thane West']","['Shop No.7/8, Ground Floor, Ramkunj, Khopat, Thane West']",['\xe2\x82\xb9500'],['11 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 9987753229, 022 25478585']"
"['Quick Bites', ',', 'Sweet Shop']",['Om Sweets & Snacks'],['2.5'],['27 votes'],['14 reviews'],"['South Indian', 'Street Food', 'Mithai']",['Kandivali East'],"['Shop 4, Dimple Arcade, Western Express Highway, Thakur Complex, Asha Nagar, Kandivali East, Mumbai']",['\xe2\x82\xb9300'],['9 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 28542412, 022 28543589']"
['Casual Dining'],['Saiemaas Greens'],['3.2'],['31 votes'],['19 reviews'],"['Continental', 'Mexican', 'Italian', 'North Indian', 'Chinese']","['Panch Pakhadi, Thane West']","['New Dev Ashish CHS, R.T.O. Service Road, Teen Haath Naka, Panch Pakhadi, Thane West']",['\xe2\x82\xb9700'],['11 AM to 12 Midnight (Mon-Sun)'],"['', '']",['022 30151601']
['Casual Dining'],"[""Mani's Lunch Home""]",['3.6'],['32 votes'],['13 reviews'],"['Kerala', 'South Indian']",['Sion'],"['Plot 12, Sion-Dharavi Road, Sion, Mumbai']",['\xe2\x82\xb9250'],"['10:30 AM to 3:30 PM, 7:30 PM to 10:30 PM (Mon, Tue...']",['empty'],['022 24079584']
"['Meat Shop', ',', 'Quick Bites']",['Nothing But Chicken'],['3.3'],['12 votes'],['11 reviews'],"['Fast Food', 'Raw Meats']","['Carter Road, Bandra West']","['B/12, Gagangiri Apartment, Next to CitiBank ATM, Carter Road, Bandra West']",['\xe2\x82\xb9500'],['10 AM to 10 PM (Mon-Sun)'],['empty'],['022 65102212']
['Casual Dining'],['Smog Library'],['3.0'],['26 votes'],['20 reviews'],['Fast Food'],['Kandivali West'],"['2nd Floor, Above Shetty Gym, Opposite Lilac Gardens, Ganesh Chowk, Kandivali West, Mumbai']",['\xe2\x82\xb9450'],['11 AM to 1:30 AM (Mon-Sun)'],['empty'],['+91 9867787107']
['Quick Bites'],"[""Chef Aunty's Dabba""]",['3.4'],['33 votes'],['29 reviews'],"['North Indian', 'Chinese', 'Mexican', 'Italian']",['Kandivali West'],"['Shop 1, Neelayalam Building, Datta Mandir Road, Dhanukar Wadi, Kandivali West, Mumbai']",['\xe2\x82\xb9500'],"['10 AM to 2 PM, 5 PM to 8 PM (Mon-Sat),Closed (Sun)']",['empty'],"['+91 8692044812, +91 8692043773']"
['Casual Dining'],['Sanjeevna'],['3.5'],['33 votes'],['27 reviews'],"['North Indian', 'Chinese', 'Mughlai', 'Malwani']","['Naupada, Thane West']","['Opposite Malhar Talkies, Gokhale Road, Naupada, Thane West']",['\xe2\x82\xb9600'],['11:30 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 25401651, 022 65603031']"
['Casual Dining'],['Melting Pot'],['3.4'],['25 votes'],['16 reviews'],"['Seafood', 'Chinese', 'North Indian']",['Khar'],"['7th Floor, Khar Gymkhana, Khar West, Khar, Mumbai']","['\xe2\x82\xb91,800']","['12 Noon to 3:30 PM, 6:30 PM to 12 Midnight (Mon-Sun)']",['empty'],"['+91 9004339985, +91 7738988852']"
['Casual Dining'],['CKP Mejwani'],['2.7'],['35 votes'],['22 reviews'],"['Malwani', 'Seafood']",['Dombivali East'],"['Sindhudurg Society, Near Cosmos bank, Tilak chowk, Tilak Nagar, Dombivali East, Mumbai']",['\xe2\x82\xb9400'],"['12:30 PM to 2:30 PM, 7:30 PM to 10:30 PM (Mon, Tue...']",['empty'],"['+91 9167799588, +91 8879396111']"
['Casual Dining'],['Love & Dine'],['3.0'],['39 votes'],['24 reviews'],"['Fast Food', 'Desserts']",['Mulund West'],"['Manisha Heights Commercial, Ground Floor, Balrajeshwar Road, Mulund West, Mumbai']",['\xe2\x82\xb9500'],['7 PM to 3 AM (Mon-Sun)'],['empty'],"['022 21646661, +91 9167756661']"
['Casual Dining'],['Relish'],['2.7'],['34 votes'],['18 reviews'],"['Chinese', 'North Indian', 'Mughlai']",['Kalyan'],"['Near State Bank of India, Murbad Road, Kalyan West, Mumbai, Kalyan, Mumbai']",['\xe2\x82\xb9550'],"['12 Noon to 3 PM, 6 PM to 12 Midnight (Mon-Sun)']",['empty'],['0251 2322281']
['empty'],['Munch Peddler'],['3.4'],['16 votes'],['16 reviews'],"['Continental', 'American', 'Italian']",['Powai'],"['110 G , Kailash Industrial Complex, Powai, Mumbai']",['\xe2\x82\xb9300'],['8 AM to 11 PM (Mon-Sun)'],['Get 20% off all home-delivery orders above Rs. 120. Valid only when you order online on Zomato.'],['022 33956194']
['Quick Bites'],"[""Surya's Pav Bhaji King""]",['3.1'],['8 votes'],['8 reviews'],"['Street Food', 'North Indian']",['Mulund East'],"['Shop 6, Ramaaratan CHS, Near Gawanpada Signal., Mulund East, Mumbai']",['\xe2\x82\xb9300'],"['9 AM to 3 PM, 6 PM to 11 PM (Mon-Sun)']",['empty'],['+91 7400316500']
['Casual Dining'],['Krazy Appetite'],['3.4'],['29 votes'],['20 reviews'],"['Fast Food', 'Chinese']",['Kalyan'],"['9-10, Ankit Society, Godrej Hill Road, Sai Chowk, Khadakpada, Kalyan West, Kalyan, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 11 PM (Mon-Sun)'],['empty'],"['0251 2233333, +91 8767223333']"
['Casual Dining'],"[""Kausar's""]",['3.2'],['29 votes'],['15 reviews'],"['South Indian', 'North Indian', 'Chinese', 'Beverages']",['Vikhroli'],"['39, Damji Shamji Industrial Estate, LBS Marg, Vikhroli West, Vikhroli, Mumbai']",['\xe2\x82\xb9300'],"['8 AM to 11 PM (Mon-Sat),8 AM to 5 PM (Sun)']",['empty'],"['022 25770953, 022 25795001']"
['Casual Dining'],['Salt N Pepper'],['2.2'],['38 votes'],['25 reviews'],"['North Indian', 'Chinese']",['New Panvel'],"['10 & 11, Surya Kiran, Sector 5, Behind D Mart, New Panvel, Navi Mumbai']",['\xe2\x82\xb9500'],['11:30 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 9870085050, 022 27461993']"
['Casual Dining'],['Shobha Veg Delight'],['3.4'],['22 votes'],['11 reviews'],"['North Indian', 'South Indian', 'Fast Food', 'Chinese']",['Veera Desai Area'],"['Shop 1, Near Star Bazaar, New Link Road, Veera Desai Area, Mumbai']",['\xe2\x82\xb9500'],['8 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 8879446287, 022 65610971']"
['Casual Dining'],['Krishna Only Veg'],['3.2'],['25 votes'],['12 reviews'],"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",['Mahakali'],"['16th Road, MIDC, Next to Suncity Residency, Mahakali, Mumbai']",['\xe2\x82\xb9450'],"['11 AM to 4 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 28205038, 022 65801103']"
['Quick Bites'],['THC'],['Temporarily Closed'],['empty'],['20 reviews'],"['Mexican', 'Burger', 'Desserts', 'Beverages', 'Salad', 'Tex-Mex']",['Lower Parel'],"['Shop 2, Amrutwar Building, Peninsula Park Signal, Senapati Bapat Marg, Lower Parel, Mumbai']",['\xe2\x82\xb9700'],"['', '\xc2\xa0\n                                                                            \n                                                    Save 15% on Citibank Credit and Debit Cards \xc2\xa0\xc2\xa0[', ']', '']",['empty'],['09029 123490']
['Casual Dining'],['Ajit Palace Family Restaurant'],['3.3'],['31 votes'],['18 reviews'],"['North Indian', 'Chinese', 'Mughlai', 'Malwani', 'Seafood']",['Kharghar'],"['Near Kopra Bus Stop, Sector 10, Opposite Kopra Bridge, Kharghar, Navi Mumbai']",['\xe2\x82\xb9550'],['12 Noon to 12 Midnight (Mon-Sun)'],['empty'],"['022 65344603, 022 65344602']"
['Casual Dining'],['Madira Restaurant & Bar'],['2.8'],['33 votes'],['17 reviews'],"['North Indian', 'Chinese', 'Seafood']",['Parel'],"['Gurukirpa Building, Dr E Borges Road, Parel, Mumbai']",['\xe2\x82\xb9550'],"['10:30 AM to 2:45 PM, 7 PM to 12:15 AM (Mon-Sun)']",['empty'],"['022 24100030, 022 24115080']"
['Quick Bites'],['V.K. Snacks'],['2.7'],['33 votes'],['14 reviews'],"['Fast Food', 'Street Food', 'South Indian']",['Kandivali East'],"['4, Sai Arman Building, Ashok Chakravarti Road, Ashok Nagar, Kandivali East, Mumbai']",['\xe2\x82\xb9200'],['11 AM to 11 PM (Mon-Sun)'],['empty'],"['022 28860911, +91 9969344511']"
"['Bakery', ',', 'Dessert Parlor']",['The Bake Shop'],['3.0'],['5 votes'],['4 reviews'],"['Bakery', 'Desserts']","['Orchard Mall, Goregaon East']","['Orchard Mall, Royal Palms Estate, Goregaon East, Mumbai']",['\xe2\x82\xb9300'],['9 AM to 6 PM (Mon-Sun)'],['empty'],['+91 9820524535']
['empty'],['Punjab Depot'],['3.5'],['24 votes'],['22 reviews'],['North Indian'],['Marol'],"['Gala 4, Marol Maroshi Road, Andheri East, Marol, Mumbai']",['\xe2\x82\xb9600'],"['11:30 AM to 4 PM, 7:30 PM to 11:45 PM (Mon-Sun)']",['Get 10% off all home-delivery orders above Rs. 200. Valid only when you order online on Zomato.'],['+91 8291589507']
['Casual Dining'],['Shree Mandir'],['3.1'],['9 votes'],['9 reviews'],"['Bengali', 'North Indian']","['Hiranandani Estate, Thane West']","['Shop No. 6, Englewood B Wing, Opp. New Hospital Buliding, Hiranandani Estate, Thane West']",['\xe2\x82\xb9500'],['11 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 7710969781, +91 7710969769']"
['Food Court'],['Barbeque N Biryanis'],['2.7'],['36 votes'],['20 reviews'],"['North Indian', 'Mughlai', 'Biryani']","['Big Shopping Centre, Owale, Thane West']","['Level 1, Oasis Food Lounge, Big Shopping Centre, Owale, Thane West']",['\xe2\x82\xb9500'],['12 Noon to 11 PM (Mon-Sun)'],['empty'],"['+91 8080833309, 022 25973869']"
['Casual Dining'],['Jyoti Lunch Home'],['3.3'],['18 votes'],['13 reviews'],"['Chinese', 'North Indian', 'Seafood', 'Mughlai']",['Mulund West'],"['MG Road, Mulund West, Mumbai']",['\xe2\x82\xb9650'],['11 AM to 12:30 AM (Mon-Sun)'],['empty'],"['022 25673434, +91 9870684149']"
['Casual Dining'],['New Grand Restaurant'],['2.8'],['34 votes'],['17 reviews'],"['North Indian', 'Fast Food']",['Grant Road'],"['422, Ibrahim Mansion, Next To Novelty Cinema, Grant Road, Mumbai']",['\xe2\x82\xb9500'],['7 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 23083357, 022 23083366']"
['Quick Bites'],['Yes Boss'],['3.5'],['34 votes'],['18 reviews'],"['Fast Food', 'Chinese']",['Mahim'],"['4, Rautwadi, Opposite Sitladevi Temple, L J Road, Mahim West, Mahim, Mumbai']",['\xe2\x82\xb9400'],"['12 Noon to 4 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['+91 9324345339, +91 9930397769']"
['Casual Dining'],['Vishwakamal'],['2.8'],['22 votes'],['11 reviews'],"['North Indian', 'Chinese', 'Fast Food']",['CBD-Belapur'],"['31, Hemraj Building, Sector 11, Belapur Railway Station, CBD-Belapur, Navi Mumbai']",['\xe2\x82\xb9550'],['10 AM to 8 PM (Mon-Sun)'],['empty'],"['022 27574153, 022 27574508']"
['Casual Dining'],['XO Caf\xc3\xa9'],['3.0'],['31 votes'],['23 reviews'],"['North Indian', 'Fast Food']",['Airoli'],"['Mango Hotel, 10th Floor, C Wing, Reliable Tech Park, Off Thane Belapur Road, Airoli, Navi Mumbai']","['\xe2\x82\xb91,000']",['7 AM to 11 PM (Mon-Sun)'],['empty'],"['022 71188533, +91 8452824178']"
['Dhaba'],['Vaishno Punjab'],['3.6'],['31 votes'],['21 reviews'],['North Indian'],['Chembur'],"['Opposite Police Station, RC Marg, Chembur Colony, Chembur, Mumbai']",['\xe2\x82\xb9350'],"['11:30 AM to 3 PM, 7:30 PM to 12 Midnight (Mon-Sun)']",['empty'],['022 25531382']
['Casual Dining'],['Ratnagiri Malvani'],['2.8'],['26 votes'],['20 reviews'],"['Chinese', 'North Indian', 'Malwani', 'Seafood']",['Lower Parel'],"['Jamila Building, GK Marg, Lower Parel West, Lower Parel, Mumbai']",['\xe2\x82\xb9400'],"['11 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],"['022 24945589, +91 9892910275']"
['Casual Dining'],['A-1 Fish Koliwada'],['3.4'],['39 votes'],['19 reviews'],"['Chinese', 'North Indian', 'Seafood']",['Tardeo'],"['15, Petit Compound, Nana Chowk, Tardeo, Mumbai']",['\xe2\x82\xb9350'],['6:30 PM to 12:30 AM (Mon-Sun)'],['empty'],"['022 23801535, +91 9223429737']"
['Casual Dining'],['Aamantran Restaurant'],['2.5'],['40 votes'],['20 reviews'],"['North Indian', 'Chinese', 'Mughlai', 'Seafood']",['Kandivali East'],"['20/21, Building 67, Evershine Millenium Paradise, Thakur Village, Kandivali East, Mumbai']",['\xe2\x82\xb9600'],['9:30 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 28855307, 022 28853476']"
['Quick Bites'],['Valuz Kitchen'],['3.0'],['13 votes'],['12 reviews'],"['Fast Food', 'Seafood', 'Chinese', 'North Indian']",['Vasai'],"['Shop 8, Hotel Park, Near Manav Mandir Complex, Vasai, Mumbai']",['\xe2\x82\xb9400'],"['9 AM to 1:30 PM, 6 PM to 11 PM (Mon-Sun)']",['empty'],"['+91 7028044425, +91 7028044426']"
['Casual Dining'],['Jeevan Boarding House'],['3.5'],['20 votes'],['15 reviews'],['South Indian'],['Chembur'],"['Shop 6, Ground Floor, Omprakash Center, MG Acharya Road, Near Janata Market, Chembur, Mumbai']",['\xe2\x82\xb9150'],"['11 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],['+91 9322294546']
['Casual Dining'],['Abhiruchi'],['3.1'],['31 votes'],['12 reviews'],"['South Indian', 'Street Food', 'North Indian', 'Chinese', 'Beverages']","['Dreams Mall, Bhandup']","['1/A, Chandra Nagar, Opp. Dreams Mall, LBS Marg, Bhandup West, Bhandup, Mumbai']",['\xe2\x82\xb9400'],"['11 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],"['+91 9223026163, +91 9222297996']"
['Casual Dining'],['Dreamland'],['2.7'],['33 votes'],['20 reviews'],"['North Indian', 'Chinese']",['Vasai'],"['Madhur Building, Near HDFC Bank, Vasant Nagari, Vasai East, Vasai, Mumbai']",['\xe2\x82\xb9400'],['12 Noon to 12 Midnight (Mon-Sun)'],['empty'],"['0250 2460961, 0250 2463084']"
['Food Court'],['New York Pizza & Fried Chicken'],['3.3'],['27 votes'],['17 reviews'],"['Pizza', 'Fast Food']","['Little World Mall, Kharghar']","['3rd Floor, Food Court, Little World Mall, Sector 2, Kharghar, Navi Mumbai']",['\xe2\x82\xb9550'],['11 AM to 11 PM (Mon-Sun)'],['empty'],"['+91 9167369690, +91 9167040347']"
['Casual Dining'],['Food Plaza'],['3.4'],['30 votes'],['14 reviews'],"['Fast Food', 'Street Food', 'Chinese', 'South Indian']",['Mulund West'],"['1-4, Pratap Niwas, PK Road, Near Kalidas Auditorium Hall, Mulund West, Mumbai']",['\xe2\x82\xb9350'],['12 Noon to 1 AM (Mon-Sun)'],['empty'],['+91 9222447044']
['Casual Dining'],['Classic Pure Veg'],['2.7'],['34 votes'],['19 reviews'],"['South Indian', 'North Indian', 'Chinese', 'Beverages']",['Powai'],"['76/1, Bhavani Service Centre, Jain Mandir Marg, Near IIT Main Gate, Powai, Mumbai']",['\xe2\x82\xb9450'],['9 AM to 11 PM (Mon-Sun)'],['empty'],"['022 25794200, 022 25794300']"
['Casual Dining'],['Shagun'],['2.4'],['35 votes'],['21 reviews'],"['North Indian', 'South Indian', 'Street Food', 'Beverages']",['Dadar West'],"[""Gananath CHS, Opposite Dadar Railway Station, Dr. D'Silva Road, Dadar West, Mumbai""]",['\xe2\x82\xb9400'],['9 AM to 12 Midnight (Mon-Sun)'],['empty'],['022 24369326']
['Casual Dining'],['The Blue Roof Restaurant'],['3.2'],['27 votes'],['15 reviews'],"['North Indian', 'Continental', 'Chinese', 'Seafood']","['Owale, Thane West']","['Ovla, GB Road, Owale, Thane West']",['\xe2\x82\xb9800'],['11 AM to 11 PM (Mon-Sun)'],['empty'],['+91 9833612611']
"['Casual Dining', ',', 'Pub']",['Cafe Oval'],['3.1'],['39 votes'],['18 reviews'],['Fast Food'],['Churchgate'],"['Kambatta Building, Maharishi Karve Marg, Churchgate, Mumbai']",['\xe2\x82\xb9300'],['9 AM to 11 PM (Mon-Sun)'],['empty'],['022 66345721']
['Casual Dining'],"[""Delicate'ssen""]",['3.4'],['23 votes'],['11 reviews'],"['Chinese', 'Fast Food', 'Mughlai']",['Mohammad Ali Road'],"['49, Mohammed Ali Road, Near Girgaum, Mohammad Ali Road, Mumbai']",['\xe2\x82\xb9700'],['4 PM to 4 AM (Mon-Sun)'],['empty'],"['+91 9833440004, +91 7498542099']"
['Casual Dining'],['Hotel Sai Palace'],['3.2'],['31 votes'],['16 reviews'],"['Malwani', 'Chinese', 'North Indian', 'Seafood']",['Bhayandar'],"['Uttan Road, Near Gopika Talkies, Bhayandar West, Bhayandar, Mumbai']",['\xe2\x82\xb9550'],['11 AM to 12:30 AM (Mon-Sun)'],['empty'],"['022 28146445, 022 64275133']"
['Casual Dining'],['Palkhi'],['2.5'],['35 votes'],['17 reviews'],"['South Indian', 'Street Food', 'North Indian', 'Chinese', 'Seafood']",['Wadala'],"['Dosti Estate, Jupiter Building, Antop Hill, Wadala East, Wadala, Mumbai']",['\xe2\x82\xb9500'],"['7 AM to 4 PM, 7 PM to 10:30 PM (Mon-Sun)']",['empty'],['Not available for this place']
['Casual Dining'],['New Udipi Niketan'],['3.3'],['35 votes'],['12 reviews'],"['North Indian', 'Chinese', 'Fast Food', 'South Indian']",['Mumbai Central'],"['Dr A Nair Road, Agripada, Mumbai Central, Mumbai']",['\xe2\x82\xb9450'],['7 AM to 11 PM (Mon-Sun)'],['empty'],"['022 23078485, 022 23083987']"
['Casual Dining'],['Grill & Chil'],['2.7'],['36 votes'],['25 reviews'],"['North Indian', 'Chinese']","['Vasant Vihar, Thane West']","['Jagdish Industrial Estate, Vartak Nagar Naka, Vasant Vihar, Thane West, Mumbai']",['\xe2\x82\xb9500'],['10 AM to 1 AM (Mon-Sun)'],['empty'],"['+91 9769562077, 022 25853212']"
['Quick Bites'],['Jalandharwala'],['3.5'],['16 votes'],['16 reviews'],['North Indian'],['Borivali West'],"['Shop 3, Vaz Villa, Main IC Colony Market, IC Colony, Borivali West, Mumbai']",['\xe2\x82\xb9450'],['11 AM to 11:30 PM (Mon-Sun)'],['empty'],"['+91 8433654496, +91 8433654497']"
['Casual Dining'],"[""Kamath's Veg Food""]",['2.6'],['31 votes'],['20 reviews'],"['North Indian', 'South Indian', 'Street Food', 'Beverages']",['Dadar West'],"['Opposite Dadar Station, Dadar West, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 10 PM (Mon-Sun)'],['empty'],"['022 24374437, 022 24226270']"
['Casual Dining'],['Kuttu Kurri'],['2.2'],['31 votes'],['19 reviews'],"['South Indian', 'Fast Food', 'Seafood']","['Viviana Mall, Majiwada, Thane West']","['2nd Floor, Viviana Mall, Eastern Express Highway, Near Jupiter Hospital, Majiwada, Thane West']",['\xe2\x82\xb9700'],['11 AM to 11 PM (Mon-Sun)'],['empty'],"['022 61701433, +91 8082522969']"
['Lounge'],['O22 Bar Lounge - Trident'],['3.5'],['23 votes'],['13 reviews'],['Finger Food'],"['Trident, Bandra Kurla Complex']","['Trident Hotel, C 56, G Block, Bandra Kurla Complex, Mumbai Bandra Kurla Complex']","['\xe2\x82\xb94,000']",['11 AM to 12:30 AM (Mon-Sun)'],['empty'],['022 66727777']
['Casual Dining'],['I Dont Know'],['3.3'],['18 votes'],['14 reviews'],"['North Indian', 'South Indian', 'Italian']",['Chembur'],"['Ground Floor, Shop 2, Ridhhi Sidhhi Premises,Tilak Nagar ,Opp. Sahakar Theatre, Chembur, Mumbai']",['\xe2\x82\xb9400'],['9:30 AM to 11 PM (Mon-Sun)'],['empty'],"['+91 7506722303, +91 7506722304']"
['Quick Bites'],['Vijay Pure Veg'],['3.1'],['30 votes'],['16 reviews'],"['North Indian', 'Chinese']",['Kandivali East'],"['3, Ashiyana Building, Asha Nagar, Thakur Complex, Kandivali East, Mumbai']",['\xe2\x82\xb9400'],"['11:45 AM to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)']",['empty'],"['022 28549330, 022 66998260']"
['Quick Bites'],['Swagath'],['3.3'],['35 votes'],['15 reviews'],"['South Indian', 'Fast Food']",['Fort'],"['SA Brelvi Road Of Gunbow Street, Fort, Mumbai']",['\xe2\x82\xb9250'],"['8 AM to 8 PM (Mon-Sat),Closed (Sun)']",['empty'],"['022 22657300, 022 22660353']"
['Quick Bites'],['New Apollo'],['3.3'],['35 votes'],['25 reviews'],"['North Indian', 'Mughlai', 'Chinese', 'Fast Food', 'Beverages']",['Colaba'],"['Akbar House, Navronji Firdonji Road, Behind Taj International, Colaba, Mumbai']",['\xe2\x82\xb9350'],['8:30 AM to 12:30 AM (Mon-Sun)'],['empty'],"['022 22871673, 022 22848872']"
['Casual Dining'],['Shiv Krupa'],['3.2'],['37 votes'],['16 reviews'],"['Street Food', 'South Indian', 'North Indian', 'Chinese']",['Ghatkopar West'],"['8, Shiv Plaza, Gopal Lane, Ghatkopar West, Mumbai']",['\xe2\x82\xb9600'],['10 AM to 12 Midnight (Mon-Sun)'],['empty'],"['+91 7738121236, 022 25106861']"
['Casual Dining'],['Sanjog'],['2.5'],['33 votes'],['16 reviews'],"['Chinese', 'North Indian', 'Konkan', 'Seafood']",['Borivali East'],"['Siddheshwar Building, MG Road, Borivali East, Mumbai']",['\xe2\x82\xb9550'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 28058033, 022 28641379']"
